Year,Type,Authors,Publication,Volume,Pages,ISSN,Title,Impreso,PDF,Group,DOI,Type II,Proyect ID,Institution Authors,Colciencias Clasification,Impact Factor,Proyecto,NPages
2007,Nacional,"Duque, LF; Velásquez, EA; Mazo-Zuluaga, J; Restrepo, J; ",Revista Colombiana de Física,39,,0120-2650,ESTUDIO VARIACIONAL DEL COMPORTAMIENTO VIDRIO DE ESPÍN EN ALEACIONES DESORDENADAS α-FeMnAl.,,,MS: Magnetismo y Simulación,Not DOI,,,Mazo Zuluaga Johan; Restrepo Cárdenas Johans,B,"-1,0",,
2007,Nacional,"Uribe, JD; Osorio, J; Giratá, D; Morales, A; Pearson, J; Hoffmann, A; ",Revista Colombiana de Física,39,,0120-2650,MAGNETIC AND STRUCTURAL STUDIES OF MAGNETITE THIN FILMS.,,,GES: Estado Sólido,Not DOI,,,Osorio Vélez Jaime; Girata Doris; Morales Aramburo Álvaro,B,"-1,0",,
2008,Nacional,"Martínez, Alejandro; Rodríguez, Boris A; ",Revista Colombiana de Física,40,,0120-2650,Reconstrucción de la Dinámica en el Circuito de Chua.,,,GFAM: Grupo de Física Atómica y Molecular,Not DOI,,,Rodríguez Rey Boris Anghelo,B,"-1,0",,
2013,Internacional,"Reyes-Gómez, E; Raigoza, N; Oliveira, LE; ",EPL,104,47008,1286-4854,"Intraband absorption in GaAs-(Ga, Al) As variably spaced semiconductor superlattices under crossed electric and magnetic fields",,,GES: Estado Sólido,10.1209/0295-5075/104/47008,,,Reyes Gómez Ernesto Amador,C,"-1,0",,-1
2014,Internacional,"Ungan, F; Mora-Ramos, ME; Duque, CA; Kasapoglu, E; Sari, H; Sökmen, I; ",Superlattices and Microstructures,66,129,0749-6036,Linear and nonlinear optical properties in a double inverse parabolic quantum well under applied electric and magnetic fields,,,GMC: Grupo de Materia Condensada,10.1016/j.spmi.2013.12.006,,,Carlos Duque Echeverri,A2,"-1,0",,7
2014,Internacional,"Tulupenko, V; Duque, CA; Demediuk, R; Fomina, O; Akimov, V; Belykh, V; Dmitrichenko, T; Poroshin, V; ",Bulletin of Materials Science,37,1347,0250-4707,Impurity binding energy for δ-doped quantum well structures,,,GMC: Grupo de Materia Condensada,10.1007/s12034-014-0082-6,,,Carlos Duque Echeverri,A2,"1,017",,5
2008,Internacional,"Sánchez, Luis A; Wills-Toro, Luis A; Zuluaga, Jorge I; ",Physical Review D,77,035008,1550-7998,S U (4) L⊗ U (1) X three-family model for the electroweak interaction,,,FACOM: Física y Astrofísica Computacional,10.1103/physrevd.77.035008,,,Zuluaga Callejas Jorge Iván,A1,"5,05",,-1
2013,Internacional,"Klasen, Michael; Yaguna, Carlos E; Ruiz-Alvarez, Jose D; ",Physical Review D,87,075025,1550-7998,Electroweak corrections to the direct detection cross section of inert Higgs dark matter,,,GFIF: Grupo de Fenomenología de Interacciones Fundamentales,10.1103/PhysRevD.87.075025,,,José David Ruíz Alvárez,A1,"4,691",,-1
2012,Internacional,"Romano, Antonio Enea; Starobinsky, Alexei A; Sasaki, Misao; ",European Physical Journal C,72,1,1434-6044,Effects of inhomogeneities on apparent cosmological observables:“fake” evolving dark energy,,,GFIF: Grupo de Fenomenología de Interacciones Fundamentales,10.1140/epjc/s10052-012-2242-4,,,Romano Antonio Enea,A1,"3,631",,14
2012,Internacional,"Romano, Antonio Enea; ",International Journal of Modern Physics D,21,1250085,0218-2718,Inhomogeneous Cosmological Models and H0 Observations,,,GFIF: Grupo de Fenomenología de Interacciones Fundamentales,Not DOI,,,Romano Antonio Enea,A2,"1,183",,-1
2013,Internacional,"Romano, Antonio Enea; ",General Relativity and Gravitation,45,1515,0001-7701,Conditions for low-redshift positive apparent acceleration in smooth inhomogeneous models,,,GFIF: Grupo de Fenomenología de Interacciones Fundamentales,10.1007/s10714-013-1541-x,,,Romano Antonio Enea,A1,"1,902",,16
2013,Internacional,"Romano, Antonio Enea; ",Towards Ultimate Understanding of the Universe,1,212,0000-0000,Local Inhomogeneities and the Value of the Cosmological Constant,,,GFIF: Grupo de Fenomenología de Interacciones Fundamentales,Not DOI,,,Romano Antonio Enea,00,"-1,0",,8
2014,Internacional,"de Mendoza, Ignacio Hermoso; Pachón, Leonardo A; Gómez-Gardeñes, Jesús; Zueco, David; ",Physical Review E,90,052904,1063-651X,Synchronization in a semiclassical Kuramoto model,,,GFAM: Grupo de Física Atómica y Molecular,10.1103/physreve.90.052904,,,Pachón Contreras Leonardo,C,"-1,0",,-1
2014,Nacional,"Gutiérrez-Ruiz, Andrés F; Pachón, Leonardo A; Valenzuela-Toledo, César A; ",Universitas Scientiarum,19,63,0122-7483,Innermost stable circular orbits and epicyclic frequencies around a magnetized neutron star,,,GFAM: Grupo de Física Atómica y Molecular,10.11144/javeriana.sc19-1.isco,,,Pachón Contreras Leonardo,A2,"-1,0",,11
2013,Internacional,"Pachón, Leonardo A; Brumer, Paul; ",The Journal of Chemical Physics,139,164123,1862-6270,Mechanisms in environmentally assisted one-photon phase control,,,GFAM: Grupo de Física Atómica y Molecular,10.1063/1.4825358,,,Pachón Contreras Leonardo,A1,"2,142",,-1
2013,Nacional,"Quintero, Diego Alejandro Restrepo; ",Unipluriversidad,12,57,1657-4249,El resurgimiento del éter,,,,Not DOI,,,,C,"-1,0",,6
2014,Internacional,"Molinaro, Emiliano; Yaguna, Carlos E; Zapata, Oscar; ",Journal of Cosmology and Astroparticle Physics,2014,015,1475-7516,FIMP realization of the scotogenic model,,,GFIF: Grupo de Fenomenología de Interacciones Fundamentales,10.1088/1475-7516/2014/07/015,,,Zapata Noreña Oscar,A1,"6,036",,-1
2014,Internacional,"Pachón, Leonardo A; Brumer, Paul; ",The Journal of Chemical Physics,141,174102,1862-6270,Direct experimental determination of spectral densities of molecular complexes,,,GFAM: Grupo de Física Atómica y Molecular,10.1063/1.4900512,,,Pachón Contreras Leonardo,A1,"2,142",,-1
2013,Nacional,"Muñoz, JH; Zapata, O; ",Revista Colombiana de Física,45,,0120-2650,Hadronic Two-Body Decays of B s→ AT.,,,,Not DOI,,,,B,"-1,0",,
2015,Internacional,"Restrepo, Diego; Rivera, Andrés; Sánchez-Peláez, Marta; Zapata, Oscar; Tangarife, Walter; ",Physical Review D,92,013005,1550-7998,Radiative neutrino masses in the singlet-doublet fermion dark matter model with scalar singlets,,,GFIF: Grupo de Fenomenología de Interacciones Fundamentales,10.1103/PhysRevD.92.013005,,,Restrepo Quintero Diego Alejandro; Zapata Noreña Oscar,A1,"4,691",,-1
2014,Internacional,"Tiutiunnyk, A; Tulupenko, V; Mora-Ramos, ME; Kasapoglu, E; Ungan, F; Sari, H; Sökmen, I; Duque, CA; ",Physica E: Low-Dimensional Systems and Nanostructures,60,127,1386-9477,Electron-related optical responses in triangular quantum dots,,,GMC: Grupo de Materia Condensada,10.1016/j.physe.2014.02.017,,,Carlos Duque Echeverri,A1,"1,522",,6
2014,Internacional,"Kasapoglu, E; Ungan, F; Sari, H; Sökmen, I; Mora-Ramos, ME; Duque, CA; ",Superlattices and Microstructures,73,171,0749-6036,Donor impurity states and related optical responses in triangular quantum dots under applied electric field,,,GMC: Grupo de Materia Condensada,10.1016/j.spmi.2014.05.023,,,Carlos Duque Echeverri,A2,"-1,0",,14
2014,Internacional,"Duque, CM; Morales, AL; Mora-Ramos, ME; Duque, CA; ",Journal of Luminescence,154,559,0022-2313,Exciton-related nonlinear optical response and photoluminescence in dilute nitrogen InxGa1− xNyAs1− y/GaAs cylindrically shaped quantum dots,,,GES: Estado Sólido; GMC: Grupo de Materia Condensada,Not DOI,,,Morales Aramburo Álvaro; Carlos Duque Echeverri,A1,"2,144",,10
2014,Internacional,"Manaselyan, A Kh; Barseghyan, MG; Kirakosyan, AA; Laroze, David; Duque, CA; ",Physica E: Low-Dimensional Systems and Nanostructures,60,95,1386-9477,Effects of applied lateral electric field and hydrostatic pressure on the intraband optical transitions in a GaAs/Ga1− xAlxAs quantum ring,,,GMC: Grupo de Materia Condensada,Not DOI,,,Carlos Duque Echeverri,A1,"1,522",,5
2014,Internacional,"Kasapoglu, E; Ungan, F; Duque, CA; Yesilgul, U; Mora-Ramos, ME; Sari, H; So, I; ",Physica E: Low-Dimensional Systems and Nanostructures,61,107,1386-9477,The effects of the electric and magnetic fields on the nonlinear optical properties in the step-like asymmetric quantum well,,,GMC: Grupo de Materia Condensada,10.1016/j.physe.2014.03.024,,,Carlos Duque Echeverri,A1,"1,522",,4
2014,Internacional,"R-Fulla, M; Marín, JH; Gutiérrez, W; Mora-Ramos, ME; Duque, CA; ",Superlattices and Microstructures,67,207,0749-6036,Essential properties of a molecular complex confined in ring-like nanostructures under external probes: Magnetic field and hydrostatic pressure,,,GMC: Grupo de Materia Condensada,10.1016/j.spmi.2013.12.027,,,Carlos Duque Echeverri,A2,"-1,0",,14
2014,Internacional,"Martínez-Orozco, JC; Mora-Ramos, ME; Duque, CA; ",Physica B,452,82,0921-4526,Electron-related linear and nonlinear optical responses in vertically coupled triangular quantum dots,,,GMC: Grupo de Materia Condensada,10.1016/j.physb.2014.07.003,,,Carlos Duque Echeverri,A1,"1,327",,10
2014,Internacional,"Correa, JD; Mora-Ramos, ME; Duque, CA; ",Journal of Applied Physics,115,213105,0021-4922,Donor impurity states and related terahertz range nonlinear optical response in GaN cylindrical quantum wires: Effects of external electric and magnetic fields,,,GMC: Grupo de Materia Condensada,10.1063/1.4881456,,,Carlos Duque Echeverri,A1,"1,067",,-1
2014,Internacional,"Restrepo, RL; Morales, AL; Martínez-Orozco, JC; Baghramyan, HM; Barseghyan, MG; Mora-Ramos, ME; Duque, CA; ",Physica B,453,140,0921-4526,Impurity-related nonlinear optical properties in delta-doped quantum rings: Electric field effects,,,GES: Estado Sólido; GMC: Grupo de Materia Condensada,10.1016/j.physb.2014.05.004,,,Morales Aramburo Álvaro; Carlos Duque Echeverri,A1,"1,327",,6
2014,Internacional,"Baghramyan, HM; Barseghyan, MG; Kirakosyan, AA; Laroze, D; Duque, CA; ",Physica B,449,193,0921-4526,Donor-impurity related photoionization cross section in GaAs/Ga1− xAlxAs concentric double quantum rings: Effects of geometry and hydrostatic pressure,,,GMC: Grupo de Materia Condensada,Not DOI,,,Carlos Duque Echeverri,A1,"1,327",,6
2015,Internacional,"Tulupenko, V; Duque, CA; Demediuk, R; Belykh, V; Tiutiunnyk, A; Morales, AL; Akimov, V; Restrepo, RL; Mora-Ramos, ME; Poroshin, V; ",Physica E: Low-Dimensional Systems and Nanostructures,66,162,1386-9477,On some new effects in delta-doped QWs,,,GMC: Grupo de Materia Condensada; GES: Estado Sólido,10.1016/j.physe.2014.10.024,,,Carlos Duque Echeverri; Morales Aramburo Álvaro,A1,"1,522",,8
2014,Internacional,"Ojeda, JH; Duque, CA; Laroze, D; ",Physica E: Low-Dimensional Systems and Nanostructures,62,15,1386-9477,Shot noise and thermopower in aromatic molecules,,,GMC: Grupo de Materia Condensada,10.1016/j.physe.2014.04.003,,,Carlos Duque Echeverri,A1,"1,522",,6
2015,Internacional,"Duque, CA; Akimov, V; Demediuk, R; Belykh, V; Tiutiunnyk, A; Morales, AL; Restrepo, RL; Nalivayko, O; Fomina, O; Mora-Ramos, ME; ",Superlattices and Microstructures,87,5,0749-6036,About possible THz modulator on the base of delta-doped QWs,,,GMC: Grupo de Materia Condensada; GES: Estado Sólido,10.1016/j.spmi.2015.07.048,,,Carlos Duque Echeverri; Morales Aramburo Álvaro,A2,"-1,0",,7
2015,Internacional,"Kasapoglu, E; Duque, CA; Mora-Ramos, ME; Restrepo, RL; Ungan, F; Yesilgul, U; Sari, H; Sökmen, I; ",Materials Chemistry and Physics,154,170,0254-0584,"Combined effects of intense laser field, electric and magnetic fields on the nonlinear optical properties of the step-like quantum well",,,GMC: Grupo de Materia Condensada,10.1016/j.matchemphys.2015.01.010,,,Carlos Duque Echeverri,A1,"2,072",,6
2014,Internacional,"Fulla, MR; Marín, JH; Londoño, D; Duque, CA; Mora-Ramos, ME; ",Acta Physica Polonica A,125,220,0587-4246,Double-Donor Energy Structure in Concentric Quantum Rings under Magnetic Field and Hydrostatic Pressure,,,GMC: Grupo de Materia Condensada,10.12693/APhysPolA.125.220,,,Carlos Duque Echeverri,A2,"0,53",,4
2015,Internacional,"Correa, JD; Mora-Ramos, ME; Duque, CA; ",Physica B,472,25,0921-4526,Donor impurity states and related optical response in a lateral coupled dot-ring system under applied electric field,,,GMC: Grupo de Materia Condensada,10.1016/j.physb.2015.05.012,,,Carlos Duque Echeverri,A1,"1,327",,9
2014,Internacional,"de Dios-Leyva, M; Duque, CA; Drake-Pérez, JC; ",Optics Express,22,12760,1094-4087,Electromagnetic energy transport in finite photonic structures,,,GMC: Grupo de Materia Condensada,10.1364/OE.22.012760,,,Carlos Duque Echeverri,A1,"3,546",,13
2015,Internacional,"Martínez-Orozco, JC; Mora-Ramos, ME; Duque, CA; ",European Physical Journal B,88,1,1434-6028,Electron-related optical properties in T-shaped AlxGa1− xAs/GaAs quantum wires and dots,,,GMC: Grupo de Materia Condensada,10.1140/epjb/e2015-60021-x,,,Carlos Duque Echeverri,A1,"1,282",,9
2015,Internacional,"Tulupenko, V; Duque, CA; Akimov, V; Demediuk, R; Belykh, V; Tiutiunnyk, A; Morales, AL; Restrepo, RL; Mora-Ramos, ME; Fomina, O; ",Physica E: Low-Dimensional Systems and Nanostructures,74,400,1386-9477,On intersubband absorption of radiation in delta-doped QWs,,,GMC: Grupo de Materia Condensada; GES: Estado Sólido,10.1016/j.physe.2015.07.034,,,Carlos Duque Echeverri; Morales Aramburo Álvaro,A1,"1,522",,7
2015,Internacional,"Ospina, DA; Akimov, V; Mora-Ramos, ME; Morales, AL; Tulupenko, V; Duque, CA; ",Superlattices and Microstructures,87,109,0749-6036,Optical properties of a multibarrier structure under intense laser fields,,,GES: Estado Sólido; GMC: Grupo de Materia Condensada,10.1016/j.spmi.2015.05.044,,,Morales Aramburo Álvaro; Carlos Duque Echeverri,A2,"-1,0",,6
2015,Internacional,"Restrepo, RL; Ungan, F; Kasapoglu, E; Mora-Ramos, ME; Morales, AL; Duque, CA; ",Physica B,457,165,0921-4526,The effects of intense laser field and applied electric and magnetic fields on optical properties of an asymmetric quantum well,,,GES: Estado Sólido; GMC: Grupo de Materia Condensada,10.1016/j.physb.2014.09.041,,,Morales Aramburo Álvaro; Carlos Duque Echeverri,A1,"1,327",,7
2015,Internacional,"Duque, CA; Mora-Ramos, ME; Correa, JD; ",Superlattices and Microstructures,87,25,0749-6036,"Donor-impurity-related second and third harmonic generation and optical absorption in GaAs-(Ga, Al) As 3D coupled quantum dot-rings under applied electric field",,,GMC: Grupo de Materia Condensada,10.1016/j.spmi.2015.07.037,,,Carlos Duque Echeverri,A2,"-1,0",,7
2015,Internacional,"Gómez-Urrea, HA; Duque, CA; Mora-Ramos, ME; ",Superlattices and Microstructures,87,115,0749-6036,The phonon-polariton spectrum of one-dimensional Rudin–Shapiro photonic superlattices with uniaxial polar materials,,,GMC: Grupo de Materia Condensada,10.1016/j.spmi.2015.05.043,,,Carlos Duque Echeverri,A2,"-1,0",,5
2015,Internacional,"Duque, CM; Morales, AL; Duque, CA; Mora-Ramos, ME; ",Superlattices and Microstructures,87,83,0749-6036,Electron-related Raman scattering in dilute nitride GaAs/In x Ga 1− x N y As 1− y cylindrically shaped quantum dots,,,GES: Estado Sólido; GMC: Grupo de Materia Condensada,10.1016/j.spmi.2015.06.025,,,Morales Aramburo Álvaro; Carlos Duque Echeverri,A2,"-1,0",,6
2015,Internacional,"Medina, FG; Ojeda, JH; Duque, CA; Laroze, D; ",Superlattices and Microstructures,87,89,0749-6036,Electronic and thermal properties of Biphenyl molecules,,,GMC: Grupo de Materia Condensada,10.1016/j.spmi.2015.06.017,,,Carlos Duque Echeverri,A2,"-1,0",,8
2015,Internacional,"Duque, CA; Akimov, V; Demediuk, R; Belykh, V; Tiutiunnyk, A; Morales, AL; Restrepo, RL; Mora-Ramos, ME; Fomina, O; Tulupenko, V; ",Superlattices and Microstructures,87,125,0749-6036,Intersubband linear and nonlinear optical response of the delta-doped SiGe quantum well,,,GMC: Grupo de Materia Condensada; GES: Estado Sólido,10.1016/j.spmi.2015.05.039,,,Carlos Duque Echeverri; Morales Aramburo Álvaro,A2,"-1,0",,6
2015,Internacional,"Gómez-Urrea, HA; Duque, CA; Mora-Ramos, ME; ",Superlattices and Microstructures,87,58,0749-6036,The polaritonic spectrum of two-dimensional photonic crystals based on uniaxial polar materials,,,GMC: Grupo de Materia Condensada,10.1016/j.spmi.2015.06.034,,,Carlos Duque Echeverri,A2,"-1,0",,6
2015,Internacional,"Ungan, F; Martínez-Orozco, JC; Restrepo, RL; Mora-Ramos, ME; Kasapoglu, E; Duque, CA; ",Superlattices and Microstructures,81,26,0749-6036,Nonlinear optical rectification and second-harmonic generation in a semi-parabolic quantum well under intense laser field: Effects of electric and magnetic fields,,,GMC: Grupo de Materia Condensada,10.1016/j.spmi.2015.01.016,,,Carlos Duque Echeverri,A2,"-1,0",,8
2015,Internacional,"Kohl, Simon AA; Restrepo, RL; Mora‐Ramos, ME; Duque, CA; ",Physica Status Solidi B-Basic Research,252,786,0370-1972,Shallow‐impurity‐related binding energy and linear optical absorption in ring‐shaped quantum dots and quantum‐well wires under applied electric field,,,GMC: Grupo de Materia Condensada,10.1002/pssb.201451643,,,Carlos Duque Echeverri,A1,"1,489",,9
2015,Internacional,"Mora-Ramos, Miguel E; Duque, Carlos A; ",Superlattices and Microstructures,87,32,0749-6036,The formation of indirect excitons in atomic layer doped systems,,,GMC: Grupo de Materia Condensada,10.1016/j.spmi.2015.07.033,,,Carlos Duque Echeverri,A2,"-1,0",,6
2015,Internacional,"Restrepo, RL; Morales, AL; Akimov, V; Tulupenko, V; Kasapoglu, E; Ungan, F; Duque, CA; ",Superlattices and Microstructures,87,143,0749-6036,Intense laser field effects on a Woods–Saxon potential quantum well,,,GES: Estado Sólido; GMC: Grupo de Materia Condensada,10.1016/j.spmi.2015.03.070,,,Morales Aramburo Álvaro; Carlos Duque Echeverri,A2,"-1,0",,6
2014,Internacional,"R-Fulla, M; Marín, JH; Suaza, YA; Duque, CA; Mora-Ramos, ME; ",Physics Letters A,378,2297,0217-7323,States of an on-axis two-hydrogenic-impurity complex in concentric double quantum rings,,,GMC: Grupo de Materia Condensada,10.1016/j.physleta.2014.05.042,,,Carlos Duque Echeverri,A1,"1,11",,6
2015,Internacional,"Duque, CM; Morales, AL; Mora‐Ramos, ME; Duque, CA; ",Physica Status Solidi B-Basic Research,252,670,0370-1972,Exciton‐related optical properties in zinc‐blende GaN/InGaN quantum wells under hydrostatic pressure,,,GES: Estado Sólido; GMC: Grupo de Materia Condensada,10.1002/pssb.201451402,,,Morales Aramburo Álvaro; Carlos Duque Echeverri,A1,"1,489",,8
2015,Internacional,"Radu, A; Duque, CA; ",Physica E: Low-Dimensional Systems and Nanostructures,72,165,1386-9477,Non-linear optical processes involving excited subbands in laser-dressed quantum wires with triangular cross-section,,,GMC: Grupo de Materia Condensada,10.1016/j.physe.2015.05.004,,,Carlos Duque Echeverri,A1,"1,522",,13
2015,Internacional,"Rodríguez‐Magdaleno, KA; Martínez‐Orozco, JC; Rodríguez‐Vargas, I; Mora‐Ramos, ME; Duque, CA; ",Physica Status Solidi B-Basic Research,252,683,0370-1972,High‐pressure effects on the intersubband optical absorption coefficient and relative refractive index change in an asymmetric double δ‐doped GaAs quantum well,,,GMC: Grupo de Materia Condensada,10.1002/pssb.201451444,,,Carlos Duque Echeverri,A1,"1,489",,6
2015,Internacional,"Tiutiunnyk, A; Tulupenko, V; Akimov, V; Demediuk, R; Morales, AL; Mora-Ramos, ME; Radu, A; Duque, CA; ",Superlattices and Microstructures,87,131,0749-6036,Study of electron-related intersubband optical properties in three coupled quantum wells wires with triangular transversal section,,,GES: Estado Sólido; GMC: Grupo de Materia Condensada,10.1016/j.spmi.2015.05.038,,,Morales Aramburo Álvaro; Carlos Duque Echeverri,A2,"-1,0",,6
2015,Internacional,"Kasapoglu, E; Duque, CA; Mora-Ramos, ME; Sökmen, I; ",Physica B,474,15,0921-4526,The effects of the intense laser field on the nonlinear optical properties of a cylindrical Ga 1− x Al x As/GaAs quantum dot under applied electric field,,,GMC: Grupo de Materia Condensada,10.1016/j.physb.2015.06.004,,,Carlos Duque Echeverri,A1,"1,327",,6
